100 40
2 64 3
2 65 4
2 66 2
2 67 8
2 68 8
2 69 0
2 70 5
2 71 0
2 72 2
2 73 2
2 74 3
2 75 3
2 76 3
2 77 0
2 78 3
2 79 8
2 80 7
2 81 2
2 82 3
2 83 5
2 84 7
2 85 4
2 86 3
2 87 4
2 88 3
2 89 5
2 90 2
2 91 9
2 92 3
2 93 7
2 94 2
2 95 9
2 96 3
2 97 5
2 98 6
2 99 3
3 4 7
3 5 3
3 6 5
3 7 7
3 8 6
3 9 1
3 10 5
3 11 2
3 12 8
3 13 3
3 14 6
3 15 7
3 16 7
3 17 0
3 18 4
3 19 7
3 20 3
3 21 0
3 22 1
3 23 3
3 24 9
3 25 9
3 26 2
3 27 9
3 28 9
3 29 0
3 30 3
3 31 0
3 32 6
3 33 5
3 34 5
3 35 8
3 36 2
3 37 9
3 38 0
3 39 1
3 40 2
3 41 8
3 42 8
3 43 4
3 44 3
3 45 6
3 46 5
3 47 2
3 48 0
3 49 1
3 50 5
3 51 9
3 52 5
3 53 0
3 54 8
3 55 1
3 56 9
3 57 8
3 58 4
3 59 6
3 60 3
3 61 4
3 62 5
3 63 7
3 64 3
3 65 5
3 66 7
3 67 9
3 68 4
3 69 2
3 70 7
3 71 6
3 72 7
3 73 5
3 74 1
3 75 8
3 76 6
3 77 9
3 78 9
3 79 5
3 80 9
3 81 6
3 82 0
3 83 0
3 84 4
3 85 8
3 86 8
3 87 9
3 88 8
3 89 7
3 90 1
3 91 6
3 92 2
3 93 8
3 94 1
3 95 3
3 96 0
3 97 4
3 98 0
3 99 3
4 5 4
4 6 3
4 7 4
4 8 8
4 9 1
4 10 0
4 11 7
4 12 4
4 13 8
4 14 5
4 15 1
4 16 9
4 17 4
4 18 9
4 19 0
4 20 8
4 21 1
4 22 2
4 23 2
4 24 6
4 25 0
4 26 6
4 27 6
4 28 5
4 29 7
4 30 6
4 31 4
4 32 4
4 33 4
4 34 2
4 35 6
4 36 7
4 37 0
4 38 6
4 39 7
4 40 7
4 41 8
4 42 9
4 43 4
4 44 6
4 45 5
4 46 4
4 47 8
4 48 5
4 49 1
4 50 3
4 51 2
4 52 6
4 53 9
4 54 7
4 55 9
4 56 0
4 57 0
4 58 2
4 59 5
4 60 9
4 61 4
4 62 7
4 63 9
4 64 6
4 65 1
4 66 5
4 67 8
4 68 3
4 69 7
4 70 9
4 71 7
4 72 3
4 73 5
4 74 0
4 75 6
4 76 3
4 77 0
4 78 6
4 79 1
4 80 5
4 81 6
4 82 2
4 83 2
4 84 7
4 85 1
4 86 9
4 87 1
4 88 3
4 89 3
4 90 6
4 91 2
4 92 4
4 93 9
4 94 4
4 95 6
4 96 1
4 97 6
4 98 3
4 99 2
5 6 1
5 7 1
5 8 6
5 9 0
5 10 6
5 11 8
5 12 0
5 13 9
5 14 1
5 15 9
5 16 7
5 17 8
5 18 9
5 19 8
5 20 5
5 21 0
5 22 5
5 23 3
5 24 1
5 25 5
5 26 5
5 27 0
5 28 4
5 29 3
5 30 2
5 31 2
5 32 3
5 33 3
5 34 0
5 35 1
5 36 9
5 37 4
5 38 0
5 39 8
5 40 7
5 41 1
5 42 9
5 43 7
5 44 4
5 45 0
5 46 0
5 47 2
5 48 7
5 49 5
5 50 4
5 51 6
5 52 4
5 53 0
5 54 8
5 55 8
5 56 4
5 57 8
5 58 4
5 59 3
5 60 9
5 61 3
5 62 1
5 63 7
5 64 4
5 65 4
5 66 8
5 67 6
5 68 0
5 69 4
5 70 2
5 71 1
5 72 1
5 73 0
5 74 8
5 75 9
5 76 4
5 77 8
5 78 5
5 79 2
5 80 8
5 81 7
5 82 6
5 83 0
5 84 9
5 85 1
5 86 6
5 87 0
5 88 0
5 89 2
5 90 2
5 91 9
5 92 6
5 93 3
5 94 0
5 95 7
5 96 8
5 97 1
5 98 6
5 99 3
6 7 9
6 8 8
6 9 8
6 10 1
6 11 3
6 12 2
6 13 7
6 14 2
6 15 7
6 16 9
6 17 5
6 18 3
6 19 5
6 20 1
6 21 6
6 22 6
6 23 0
6 24 7
6 25 4
6 26 7
6 27 5
6 28 8
6 29 8
6 30 5
6 31 4
6 32 7
6 33 8
6 34 2
6 35 3
6 36 4
6 37 9
6 38 9
6 39 5
6 40 6
6 41 2
6 42 2
6 43 5
6 44 4
6 45 9
6 46 1
6 47 4
6 48 0
6 49 1
6 50 1
6 51 1
6 52 7
6 53 7
6 54 5
6 55 4
6 56 7
6 57 6
6 58 7
6 59 7
6 60 9
6 61 9
6 62 5
6 63 3
6 64 9
6 65 2
6 66 0
6 67 4
6 68 5
6 69 2
6 70 4
6 71 3
6 72 5
6 73 1
6 74 2
6 75 6
6 76 2
6 77 7
6 78 8
6 79 6
6 80 7
6 81 8
6 82 0
6 83 7
6 84 8
6 85 2
6 86 1
6 87 2
6 88 3
6 89 0
6 90 2
6 91 6
6 92 8
6 93 9
6 94 9
6 95 0
6 96 0
6 97 5
6 98 0
6 99 1
7 8 2
7 9 4
7 10 4
7 11 9
7 12 6
7 13 0
7 14 0
7 15 9
7 16 7
7 17 2
7 18 5
7 19 1
7 20 0
7 21 9
7 22 3
7 23 2
7 24 3
7 25 1
7 26 2
7 27 6
7 28 6
7 29 6
7 30 7
7 31 1
7 32 9
7 33 5
7 34 0
7 35 1
7 36 7
7 37 8
7 38 9
7 39 1
7 40 1
7 41 0
7 42 0
7 43 7
7 44 6
7 45 4
7 46 9
7 47 0
7 48 6
7 49 6
7 50 4
7 51 0
7 52 8
7 53 5
7 54 5
7 55 2
7 56 8
7 57 4
7 58 0
7 59 1
7 60 7
7 61 2
7 62 6
7 63 9
7 64 6
7 65 9
7 66 5
7 67 1
7 68 9
7 69 7
7 70 6
7 71 2
7 72 1
7 73 1
7 74 3
7 75 8
7 76 0
7 77 8
7 78 0
7 79 5
7 80 8
7 81 3
7 82 7
7 83 3
7 84 8
7 85 7
7 86 2
7 87 7
7 88 5
7 89 2
7 90 6
7 91 7
7 92 8
7 93 2
7 94 6
7 95 4
7 96 8
7 97 5
7 98 6
7 99 8
8 9 4
8 10 2
8 11 8
8 12 8
8 13 7
8 14 2
8 15 8
8 16 2
8 17 6
8 18 9
8 19 4
8 20 1
8 21 6
8 22 2
8 23 1
8 24 2
8 25 7
8 26 9
8 27 8
8 28 8
8 29 0
8 30 7
8 31 2
8 32 5
8 33 4
8 34 4
8 35 2
8 36 5
8 37 8
8 38 4
8 39 0
8 40 6
8 41 1
8 42 7
8 43 6
8 44 4
8 45 9
8 46 2
8 47 1
8 48 5
8 49 7
8 50 5
8 51 3
8 52 2
8 53 2
8 54 2
8 55 0
8 56 1
8 57 8
8 58 2
8 59 5
8 60 1
8 61 0
8 62 7
8 63 3
8 64 0
8 65 9
8 66 9
8 67 5
8 68 6
8 69 2
8 70 8
8 71 6
8 72 4
8 73 8
8 74 6
8 75 2
8 76 8
8 77 3
8 78 1
8 79 0
8 80 8
8 81 4
8 82 9
8 83 5
8 84 4
8 85 6
8 86 8
8 87 8
8 88 2
8 89 7
8 90 6
8 91 6
8 92 4
8 93 0
8 94 2
8 95 6
8 96 0
8 97 8
8 98 3
8 99 0
9 10 6
9 11 6
9 12 8
9 13 5
9 14 8
9 15 1
9 16 2
9 17 3
9 18 8
9 19 7
9 20 0
9 21 7
9 22 5
9 23 3
9 24 4
9 25 1
9 26 6
9 27 3
9 28 2
9 29 6
9 30 3
9 31 4
9 32 2
9 33 0
9 34 2
9 35 4
9 36 1
9 37 5
9 38 2
9 39 4
9 40 7
9 41 8
9 42 1
9 43 1
9 44 8
9 45 8
9 46 8
9 47 2
9 48 0
9 49 8
9 50 4
9 51 3
9 52 0
9 53 4
9 54 4
9 55 0
9 56 8
9 57 1
9 58 8
9 59 8
9 60 8
9 61 7
9 62 5
9 63 7
9 64 2
9 65 9
9 66 8
9 67 4
9 68 4
9 69 6
9 70 7
9 71 2
9 72 3
9 73 1
9 74 3
9 75 2
9 76 6
9 77 3
9 78 6
9 79 8
9 80 1
9 81 9
9 82 6
9 83 3
9 84 4
9 85 1
9 86 2
9 87 3
9 88 2
9 89 2
9 90 4
9 91 7
9 92 3
9 93 1
9 94 3
9 95 0
9 96 4
9 97 3
9 98 2
9 99 2
10 11 7
10 12 6
10 13 0
10 14 4
10 15 7
10 16 8
10 17 7
10 18 5
10 19 6
10 20 3
10 21 8
10 22 6
10 23 2
10 24 5
10 25 6
10 26 9
10 27 7
10 28 7
10 29 1
10 30 0
10 31 5
10 32 2
10 33 1
10 34 3
10 35 2
10 36 7
10 37 0
10 38 5
10 39 9
10 40 0
10 41 7
10 42 0
10 43 1
10 44 8
10 45 3
10 46 7
10 47 4
10 48 0
10 49 6
10 50 2
10 51 0
10 52 3
10 53 2
10 54 6
10 55 6
10 56 1
10 57 3
10 58 7
10 59 4
10 60 1
10 61 9
10 62 8
10 63 8
10 64 8
10 65 1
10 66 7
10 67 6
10 68 2
10 69 1
10 70 2
10 71 4
10 72 2
10 73 2
10 74 3
10 75 5
10 76 8
10 77 6
10 78 6
10 79 2
10 80 3
10 81 9
10 82 9
10 83 2
10 84 9
10 85 4
10 86 7
10 87 9
10 88 1
10 89 8
10 90 2
10 91 9
10 92 8
10 93 5
10 94 1
10 95 3
10 96 6
10 97 4
10 98 6
10 99 7
11 12 9
11 13 4
11 14 4
11 15 2
11 16 5
11 17 0
11 18 3
11 19 0
11 20 2
11 21 4
11 22 3
11 23 8
11 24 2
11 25 0
11 26 5
11 27 3
11 28 7
11 29 4
11 30 7
11 31 6
11 32 6
11 33 5
11 34 9
11 35 4
11 36 6
11 37 3
11 38 5
11 39 8
11 40 9
11 41 1
11 42 3
11 43 5
11 44 8
11 45 1
11 46 2
11 47 8
11 48 3
11 49 4
11 50 8
11 51 7
11 52 2
11 53 8
11 54 0
11 55 5
11 56 5
11 57 5
11 58 6
11 59 2
11 60 9
11 61 2
11 62 0
11 63 6
11 64 3
11 65 8
11 66 3
11 67 6
11 68 6
11 69 7
11 70 1
11 71 4
11 72 4
11 73 4
11 74 0
11 75 0
11 76 6
11 77 5
11 78 9
11 79 1
11 80 7
11 81 6
11 82 9
11 83 3
11 84 1
11 85 7
11 86 1
11 87 4
11 88 2
11 89 3
11 90 4
11 91 8
11 92 7
11 93 7
11 94 1
11 95 2
11 96 9
11 97 4
11 98 8
11 99 7
12 13 6
12 14 8
12 15 9
12 16 3
12 17 1
12 18 9
12 19 6
12 20 8
12 21 9
12 22 2
12 23 5
12 24 7
12 25 6
12 26 9
12 27 8
12 28 6
12 29 7
12 30 7
12 31 5
12 32 2
12 33 5
12 34 7
12 35 0
12 36 1
12 37 5
12 38 4
12 39 3
12 40 9
12 41 3
12 42 9
12 43 5
12 44 6
12 45 2
12 46 3
12 47 2
12 48 7
12 49 3
12 50 4
12 51 9
12 52 3
12 53 3
12 54 1
12 55 8
12 56 6
12 57 7
12 58 4
12 59 7
12 60 6
12 61 0
12 62 1
12 63 9
12 64 2
12 65 8
12 66 6
12 67 2
12 68 3
12 69 4
12 70 4
12 71 1
12 72 9
12 73 4
12 74 9
12 75 5
12 76 8
12 77 4
12 78 6
12 79 4
12 80 2
12 81 6
12 82 6
12 83 5
12 84 4
12 85 7
12 86 7
12 87 2
12 88 1
12 89 5
12 90 8
12 91 2
12 92 0
12 93 5
12 94 8
12 95 4
12 96 2
12 97 9
12 98 5
12 99 3
13 14 1
13 15 5
13 16 2
13 17 2
13 18 1
13 19 3
13 20 3
13 21 4
13 22 5
13 23 4
13 24 5
13 25 4
13 26 8
13 27 8
13 28 0
13 29 3
13 30 9
13 31 8
13 32 7
13 33 1
13 34 8
13 35 5
13 36 1
13 37 3
13 38 5
13 39 0
13 40 1
13 41 7
13 42 6
13 43 2
13 44 0
13 45 0
13 46 0
13 47 3
13 48 7
13 49 7
13 50 7
13 51 5
13 52 5
13 53 4
13 54 7
13 55 4
13 56 5
13 57 2
13 58 9
13 59 9
13 60 7
13 61 0
13 62 5
13 63 2
13 64 4
13 65 8
13 66 3
13 67 7
13 68 1
13 69 0
13 70 0
13 71 8
13 72 7
13 73 5
13 74 9
13 75 4
13 76 0
13 77 8
13 78 9
13 79 7
13 80 1
13 81 4
13 82 5
13 83 2
13 84 0
13 85 3
13 86 1
13 87 4
13 88 0
13 89 7
13 90 0
13 91 1
13 92 4
13 93 9
13 94 2
13 95 6
13 96 3
13 97 1
13 98 6
13 99 7
14 15 2
14 16 1
14 17 3
14 18 3
14 19 3
14 20 2
14 21 7
14 22 5
14 23 0
14 24 8
14 25 4
14 26 5
14 27 3
14 28 0
14 29 0
14 30 0
14 31 3
14 32 4
14 33 5
14 34 9
14 35 4
14 36 5
14 37 8
14 38 2
14 39 7
14 40 0
14 41 5
14 42 3
14 43 9
14 44 9
14 45 1
14 46 4
14 47 8
14 48 7
14 49 0
14 50 6
14 51 7
14 52 0
14 53 2
14 54 4
14 55 5
14 56 2
14 57 5
14 58 8
14 59 0
14 60 0
14 61 5
14 62 7
14 63 3
14 64 5
14 65 0
14 66 1
14 67 5
14 68 0
14 69 9
14 70 7
14 71 3
14 72 2
14 73 0
14 74 2
14 75 1
14 76 2
14 77 7
14 78 1
14 79 9
14 80 6
14 81 7
14 82 4
14 83 1
14 84 0
14 85 1
14 86 9
14 87 9
14 88 4
14 89 3
14 90 9
14 91 6
14 92 5
14 93 4
14 94 6
14 95 4
14 96 9
14 97 1
14 98 8
14 99 2
15 16 4
15 17 1
15 18 6
15 19 9
15 20 6
15 21 1
15 22 4
15 23 2
15 24 2
15 25 4
15 26 7
15 27 2
15 28 5
15 29 9
15 30 5
15 31 0
15 32 9
15 33 9
15 34 5
15 35 7
15 36 0
15 37 2
15 38 2
15 39 4
15 40 6
15 41 5
15 42 2
15 43 2
15 44 1
15 45 0
15 46 8
15 47 2
15 48 8
15 49 6
15 50 3
15 51 9
15 52 4
15 53 5
15 54 9
15 55 1
15 56 6
15 57 2
15 58 9
15 59 9
15 60 3
15 61 3
15 62 3
15 63 6
15 64 8
15 65 7
15 66 3
15 67 8
15 68 1
15 69 1
15 70 6
15 71 2
15 72 0
15 73 2
15 74 6
15 75 4
15 76 0
15 77 3
15 78 5
15 79 9
15 80 8
15 81 5
15 82 0
15 83 1
15 84 3
15 85 9
15 86 5
15 87 5
15 88 3
15 89 3
15 90 1
15 91 7
15 92 0
15 93 6
15 94 8
15 95 3
15 96 7
15 97 1
15 98 4
15 99 6
16 17 2
16 18 1
16 19 7
16 20 5
16 21 8
16 22 3
16 23 2
16 24 6
16 25 0
16 26 3
16 27 5
16 28 2
16 29 5
16 30 7
16 31 3
16 32 4
16 33 4
16 34 6
16 35 8
16 36 0
16 37 4
16 38 8
16 39 0
16 40 3
16 41 9
16 42 8
16 43 3
16 44 3
16 45 2
16 46 4
16 47 8
16 48 8
16 49 7
16 50 2
16 51 2
16 52 4
16 53 5
16 54 6
16 55 9
16 56 2
16 57 8
16 58 5
16 59 3
16 60 9
16 61 2
16 62 4
16 63 2
16 64 8
16 65 6
16 66 3
16 67 8
16 68 9
16 69 9
16 70 6
16 71 3
16 72 4
16 73 8
16 74 2
16 75 2
16 76 2
16 77 1
16 78 1
16 79 4
16 80 1
16 81 9
16 82 3
16 83 9
16 84 8
16 85 5
16 86 9
16 87 3
16 88 0
16 89 8
16 90 3
16 91 5
16 92 5
16 93 1
16 94 4
16 95 6
16 96 2
16 97 3
16 98 5
16 99 2
17 18 8
17 19 6
17 20 8
17 21 3
17 22 4
17 23 3
17 24 3
17 25 7
17 26 9
17 27 4
17 28 6
17 29 1
17 30 9
17 31 6
17 32 8
17 33 0
17 34 3
17 35 3
17 36 6
17 37 9
17 38 1
17 39 5
17 40 3
17 41 3
17 42 6
17 43 9
17 44 9
17 45 1
17 46 7
17 47 6
17 48 4
17 49 2
17 50 7
17 51 4
17 52 5
17 53 2
17 54 9
17 55 1
17 56 5
17 57 7
17 58 4
17 59 4
17 60 0
17 61 1
17 62 9
17 63 4
17 64 2
17 65 8
17 66 1
17 67 3
17 68 2
17 69 5
17 70 5
17 71 2
17 72 6
17 73 6
17 74 4
17 75 1
17 76 1
17 77 6
17 78 5
17 79 9
17 80 2
17 81 8
17 82 6
17 83 4
17 84 8
17 85 0
17 86 9
17 87 1
17 88 6
17 89 6
17 90 6
17 91 9
17 92 3
17 93 0
17 94 7
17 95 0
17 96 0
17 97 9
17 98 3
17 99 6
18 19 8
18 20 9
18 21 0
18 22 1
18 23 7
18 24 6
18 25 1
18 26 6
18 27 7
18 28 4
18 29 4
18 30 5
18 31 4
18 32 4
18 33 4
18 34 3
18 35 9
18 36 8
18 37 1
18 38 6
18 39 5
18 40 0
18 41 1
18 42 5
18 43 6
18 44 1
18 45 6
18 46 5
18 47 4
18 48 2
18 49 1
18 50 3
18 51 2
18 52 0
18 53 9
18 54 4
18 55 1
18 56 3
18 57 3
18 58 2
18 59 0
18 60 4
18 61 5
18 62 8
18 63 0
18 64 5
18 65 8
18 66 3
18 67 0
18 68 8
18 69 6
18 70 8
18 71 7
18 72 0
18 73 3
18 74 2
18 75 8
18 76 8
18 77 1
18 78 9
18 79 3
18 80 0
18 81 8
18 82 4
18 83 9
18 84 8
18 85 3
18 86 0
18 87 0
18 88 9
18 89 6
18 90 5
18 91 1
18 92 3
18 93 2
18 94 0
18 95 6
18 96 9
18 97 9
18 98 7
18 99 6
19 20 6
19 21 8
19 22 2
19 23 6
19 24 9
19 25 0
19 26 8
19 27 7
19 28 3
19 29 5
19 30 2
19 31 0
19 32 9
19 33 4
19 34 3
19 35 0
19 36 3
19 37 3
19 38 9
19 39 3
19 40 9
19 41 3
19 42 5
19 43 6
19 44 4
19 45 0
19 46 1
19 47 8
19 48 5
19 49 5
19 50 3
19 51 1
19 52 4
19 53 7
19 54 9
19 55 8
19 56 5
19 57 9
19 58 4
19 59 6
19 60 7
19 61 6
19 62 8
19 63 4
19 64 0
19 65 1
19 66 4
19 67 8
19 68 2
19 69 9
19 70 3
19 71 0
19 72 4
19 73 0
19 74 5
19 75 2
19 76 0
19 77 4
19 78 1
19 79 1
19 80 0
19 81 5
19 82 7
19 83 6
19 84 3
19 85 6
19 86 7
19 87 5
19 88 3
19 89 9
19 90 3
19 91 8
19 92 7
19 93 5
19 94 9
19 95 8
19 96 7
19 97 8
19 98 9
19 99 7
20 21 5
20 22 8
20 23 0
20 24 5
20 25 0
20 26 9
20 27 0
20 28 9
20 29 4
20 30 9
20 31 9
20 32 1
20 33 4
20 34 5
20 35 2
20 36 0
20 37 7
20 38 3
20 39 6
20 40 5
20 41 5
20 42 3
20 43 2
20 44 9
20 45 2
20 46 8
20 47 1
20 48 6
20 49 4
20 50 9
20 51 4
20 52 0
20 53 2
20 54 3
20 55 1
20 56 6
20 57 9
20 58 7
20 59 8
20 60 4
20 61 9
20 62 7
20 63 4
20 64 7
20 65 7
20 66 5
20 67 5
20 68 8
20 69 4
20 70 4
20 71 2
20 72 9
20 73 7
20 74 7
20 75 5
20 76 1
20 77 2
20 78 4
20 79 1
20 80 1
20 81 6
20 82 5
20 83 6
20 84 7
20 85 3
20 86 6
20 87 5
20 88 0
20 89 6
20 90 0
20 91 2
20 92 5
20 93 8
20 94 5
20 95 8
20 96 7
20 97 8
20 98 4
20 99 5
21 22 5
21 23 6
21 24 5
21 25 6
21 26 8
21 27 3
21 28 6
21 29 0
21 30 5
21 31 7
21 32 5
21 33 4
21 34 6
21 35 4
21 36 9
21 37 7
21 38 7
21 39 9
21 40 2
21 41 8
21 42 2
21 43 5
21 44 8
21 45 9
21 46 5
21 47 9
21 48 5
21 49 8
21 50 8
21 51 4
21 52 1
21 53 3
21 54 9
21 55 2
21 56 8
21 57 3
21 58 7
21 59 0
21 60 2
21 61 8
21 62 3
21 63 7
21 64 4
21 65 1
21 66 7
21 67 7
21 68 6
21 69 2
21 70 0
21 71 3
21 72 0
21 73 7
21 74 5
21 75 3
21 76 2
21 77 3
21 78 4
21 79 4
21 80 4
21 81 7
21 82 5
21 83 6
21 84 1
21 85 9
21 86 2
21 87 9
21 88 4
21 89 9
21 90 2
21 91 9
21 92 1
21 93 4
21 94 1
21 95 8
21 96 3
21 97 3
21 98 1
21 99 1
22 23 1
22 24 0
22 25 3
22 26 4
22 27 8
22 28 9
22 29 9
22 30 2
22 31 1
22 32 7
22 33 9
22 34 0
22 35 1
22 36 7
22 37 0
22 38 1
22 39 7
22 40 6
22 41 3
22 42 9
22 43 1
22 44 7
22 45 6
22 46 1
22 47 2
22 48 8
22 49 4
22 50 6
22 51 1
22 52 0
22 53 7
22 54 8
22 55 6
22 56 7
22 57 9
22 58 0
22 59 4
22 60 6
22 61 0
22 62 6
22 63 1
22 64 4
22 65 9
22 66 0
22 67 4
22 68 3
22 69 0
22 70 6
22 71 8
22 72 9
22 73 9
22 74 7
22 75 3
22 76 6
22 77 2
22 78 1
22 79 0
22 80 8
22 81 6
22 82 1
22 83 7
22 84 9
22 85 2
22 86 9
22 87 1
22 88 2
22 89 0
22 90 3
22 91 8
22 92 0
22 93 1
22 94 5
22 95 3
22 96 6
22 97 3
22 98 0
22 99 4
23 24 1
23 25 0
23 26 5
23 27 5
23 28 8
23 29 4
23 30 1
23 31 7
23 32 5
23 33 4
23 34 0
23 35 0
23 36 4
23 37 2
23 38 5
23 39 4
23 40 6
23 41 7
23 42 9
23 43 8
23 44 2
23 45 9
23 46 2
23 47 3
23 48 5
23 49 6
23 50 9
23 51 7
23 52 9
23 53 1
23 54 9
23 55 4
23 56 8
23 57 5
23 58 3
23 59 3
23 60 2
23 61 7
23 62 6
23 63 2
23 64 2
23 65 2
23 66 9
23 67 4
23 68 3
23 69 1
23 70 1
23 71 7
23 72 4
23 73 2
23 74 5
23 75 1
23 76 7
23 77 3
23 78 3
23 79 6
23 80 3
23 81 4
23 82 8
23 83 5
23 84 2
23 85 7
23 86 0
23 87 4
23 88 9
23 89 0
23 90 0
23 91 1
23 92 9
23 93 8
23 94 9
23 95 2
23 96 1
23 97 6
23 98 1
23 99 7
24 25 8
24 26 2
24 27 5
24 28 0
24 29 2
24 30 3
24 31 6
24 32 0
24 33 9
24 34 7
24 35 7
24 36 6
24 37 0
24 38 8
24 39 1
24 40 8
24 41 9
24 42 2
24 43 5
24 44 0
24 45 3
24 46 0
24 47 5
24 48 4
24 49 4
24 50 6
24 51 3
24 52 5
24 53 2
24 54 1
24 55 9
24 56 9
24 57 0
24 58 2
24 59 6
24 60 6
24 61 6
24 62 3
24 63 3
24 64 1
24 65 7
24 66 7
24 67 0
24 68 7
24 69 2
24 70 9
24 71 3
24 72 6
24 73 4
24 74 7
24 75 6
24 76 9
24 77 8
24 78 7
24 79 5
24 80 8
24 81 7
24 82 8
24 83 5
24 84 1
24 85 4
24 86 8
24 87 1
24 88 8
24 89 1
24 90 7
24 91 8
24 92 7
24 93 7
24 94 9
24 95 3
24 96 2
24 97 8
24 98 2
24 99 2
25 26 6
25 27 6
25 28 8
25 29 8
25 30 8
25 31 5
25 32 6
25 33 6
25 34 5
25 35 8
25 36 0
25 37 4
25 38 7
25 39 5
25 40 0
25 41 6
25 42 4
25 43 8
25 44 9
25 45 7
25 46 8
25 47 8
25 48 4
25 49 8
25 50 8
25 51 0
25 52 4
25 53 2
25 54 7
25 55 7
25 56 7
25 57 2
25 58 4
25 59 6
25 60 2
25 61 7
25 62 9
25 63 0
25 64 7
25 65 5
25 66 9
25 67 4
25 68 2
25 69 6
25 70 2
25 71 6
25 72 7
25 73 9
25 74 3
25 75 4
25 76 7
25 77 7
25 78 1
25 79 3
25 80 4
25 81 4
25 82 3
25 83 9
25 84 7
25 85 8
25 86 5
25 87 6
25 88 4
25 89 8
25 90 5
25 91 2
25 92 1
25 93 2
25 94 1
25 95 2
25 96 6
25 97 9
25 98 5
25 99 9
26 27 4
26 28 8
26 29 9
26 30 6
26 31 1
26 32 3
26 33 6
26 34 1
26 35 9
26 36 9
26 37 2
26 38 3
26 39 3
26 40 4
26 41 9
26 42 5
26 43 1
26 44 0
26 45 5
26 46 5
26 47 2
26 48 6
26 49 4
26 50 4
26 51 0
26 52 4
26 53 7
26 54 6
26 55 2
26 56 4
26 57 3
26 58 0
26 59 7
26 60 3
26 61 9
26 62 6
26 63 9
26 64 3
26 65 5
26 66 5
26 67 6
26 68 0
26 69 4
26 70 0
26 71 1
26 72 9
26 73 3
26 74 5
26 75 9
26 76 6
26 77 4
26 78 6
26 79 2
26 80 3
26 81 6
26 82 8
26 83 3
26 84 3
26 85 2
26 86 9
26 87 2
26 88 1
26 89 5
26 90 3
26 91 5
26 92 2
26 93 9
26 94 3
26 95 2
26 96 8
26 97 3
26 98 4
26 99 3
27 28 7
27 29 1
27 30 4
27 31 8
27 32 2
27 33 0
27 34 0
27 35 6
27 36 6
27 37 6
