100 20
5 71 9
5 72 0
5 73 6
5 74 3
5 75 0
5 76 8
5 77 0
5 78 7
5 79 0
5 80 6
5 81 7
5 82 6
5 83 5
5 84 4
5 85 7
5 86 8
5 87 2
5 88 8
5 89 5
5 90 8
5 91 8
5 92 9
5 93 7
5 94 2
5 95 2
5 96 9
5 97 9
5 98 8
5 99 0
6 7 5
6 8 1
6 9 9
6 10 7
6 11 3
6 12 4
6 13 4
6 14 5
6 15 3
6 16 3
6 17 7
6 18 6
6 19 6
6 20 0
6 21 6
6 22 8
6 23 2
6 24 1
6 25 5
6 26 9
6 27 5
6 28 8
6 29 1
6 30 2
6 31 7
6 32 8
6 33 5
6 34 4
6 35 7
6 36 7
6 37 9
6 38 7
6 39 5
6 40 4
6 41 1
6 42 3
6 43 7
6 44 9
6 45 4
6 46 1
6 47 2
6 48 1
6 49 7
6 50 8
6 51 6
6 52 9
6 53 6
6 54 9
6 55 0
6 56 4
6 57 9
6 58 0
6 59 7
6 60 5
6 61 3
6 62 0
6 63 5
6 64 7
6 65 2
6 66 0
6 67 5
6 68 5
6 69 3
6 70 1
6 71 7
6 72 8
6 73 9
6 74 8
6 75 8
6 76 4
6 77 3
6 78 7
6 79 1
6 80 3
6 81 4
6 82 5
6 83 2
6 84 1
6 85 4
6 86 2
6 87 7
6 88 8
6 89 0
6 90 9
6 91 8
6 92 6
6 93 3
6 94 6
6 95 3
6 96 6
6 97 0
6 98 1
6 99 4
7 8 6
7 9 7
7 10 7
7 11 8
7 12 9
7 13 3
7 14 5
7 15 7
7 16 6
7 17 4
7 18 6
7 19 9
7 20 3
7 21 8
7 22 9
7 23 1
7 24 8
7 25 0
7 26 8
7 27 7
7 28 8
7 29 9
7 30 6
7 31 3
7 32 5
7 33 4
7 34 1
7 35 4
7 36 3
7 37 1
7 38 0
7 39 5
7 40 0
7 41 9
7 42 1
7 43 3
7 44 9
7 45 4
7 46 0
7 47 7
7 48 3
7 49 0
7 50 2
7 51 2
7 52 6
7 53 2
7 54 5
7 55 7
7 56 7
7 57 1
7 58 8
7 59 2
7 60 6
7 61 0
7 62 3
7 63 4
7 64 1
7 65 7
7 66 4
7 67 1
7 68 4
7 69 8
7 70 7
7 71 4
7 72 4
7 73 1
7 74 6
7 75 0
7 76 7
7 77 1
7 78 0
7 79 7
7 80 0
7 81 9
7 82 1
7 83 4
7 84 9
7 85 7
7 86 3
7 87 6
7 88 2
7 89 2
7 90 1
7 91 9
7 92 6
7 93 5
7 94 5
7 95 8
7 96 2
7 97 8
7 98 9
7 99 1
8 9 0
8 10 3
8 11 9
8 12 5
8 13 2
8 14 0
8 15 6
8 16 9
8 17 7
8 18 9
8 19 5
8 20 2
8 21 9
8 22 8
8 23 1
8 24 0
8 25 6
8 26 0
8 27 3
8 28 6
8 29 4
8 30 8
8 31 5
8 32 6
8 33 3
8 34 6
8 35 9
8 36 0
8 37 4
8 38 2
8 39 9
8 40 0
8 41 8
8 42 7
8 43 2
8 44 1
8 45 3
8 46 0
8 47 3
8 48 0
8 49 9
8 50 7
8 51 2
8 52 8
8 53 7
8 54 0
8 55 9
8 56 9
8 57 6
8 58 1
8 59 6
8 60 6
8 61 8
8 62 4
8 63 6
8 64 5
8 65 5
8 66 0
8 67 4
8 68 2
8 69 0
8 70 9
8 71 6
8 72 8
8 73 5
8 74 1
8 75 4
8 76 4
8 77 9
8 78 4
8 79 5
8 80 6
8 81 9
8 82 2
8 83 4
8 84 7
8 85 3
8 86 5
8 87 8
8 88 4
8 89 9
8 90 0
8 91 9
8 92 4
8 93 0
8 94 4
8 95 5
8 96 9
8 97 7
8 98 6
8 99 3
9 10 4
9 11 4
9 12 2
9 13 8
9 14 2
9 15 8
9 16 5
9 17 3
9 18 5
9 19 2
9 20 7
9 21 4
9 22 7
9 23 1
9 24 0
9 25 6
9 26 5
9 27 1
9 28 0
9 29 1
9 30 2
9 31 0
9 32 8
9 33 4
9 34 1
9 35 6
9 36 9
9 37 0
9 38 7
9 39 6
9 40 2
9 41 9
9 42 5
9 43 2
9 44 7
9 45 2
9 46 7
9 47 0
9 48 6
9 49 5
9 50 8
9 51 5
9 52 2
9 53 8
9 54 9
9 55 7
9 56 8
9 57 7
9 58 1
9 59 0
9 60 5
9 61 9
9 62 7
9 63 9
9 64 2
9 65 4
9 66 6
9 67 6
9 68 4
9 69 9
9 70 4
9 71 2
9 72 4
9 73 4
9 74 5
9 75 8
9 76 0
9 77 6
9 78 2
9 79 5
9 80 6
9 81 6
9 82 2
9 83 0
9 84 9
9 85 9
9 86 4
9 87 4
9 88 8
9 89 6
9 90 9
9 91 8
9 92 4
9 93 0
9 94 3
9 95 6
9 96 3
9 97 3
9 98 8
9 99 5
10 11 2
10 12 0
10 13 1
10 14 6
10 15 0
10 16 4
10 17 1
10 18 1
10 19 1
10 20 9
10 21 2
10 22 8
10 23 7
10 24 5
10 25 1
10 26 3
10 27 2
10 28 8
10 29 4
10 30 9
10 31 5
10 32 2
10 33 4
10 34 1
10 35 6
10 36 5
10 37 4
10 38 9
10 39 7
10 40 3
10 41 6
10 42 1
10 43 6
10 44 8
10 45 8
10 46 5
10 47 4
10 48 7
10 49 6
10 50 9
10 51 5
10 52 2
10 53 7
10 54 9
10 55 8
10 56 7
10 57 6
10 58 2
10 59 2
10 60 2
10 61 7
10 62 9
10 63 8
10 64 7
10 65 6
10 66 9
10 67 0
10 68 6
10 69 1
10 70 7
10 71 2
10 72 2
10 73 4
10 74 6
10 75 8
10 76 9
10 77 5
10 78 0
10 79 8
10 80 6
10 81 7
10 82 0
10 83 9
10 84 2
10 85 7
10 86 0
10 87 9
10 88 6
10 89 1
10 90 7
10 91 9
10 92 9
10 93 9
10 94 3
10 95 0
10 96 0
10 97 0
10 98 3
10 99 8
11 12 5
11 13 0
11 14 2
11 15 6
11 16 4
11 17 5
11 18 2
11 19 1
11 20 7
11 21 8
11 22 6
11 23 0
11 24 3
11 25 7
11 26 6
11 27 5
11 28 2
11 29 6
11 30 1
11 31 0
11 32 4
11 33 9
11 34 9
11 35 7
11 36 0
11 37 9
11 38 3
11 39 8
11 40 5
11 41 3
11 42 0
11 43 1
11 44 9
11 45 0
11 46 3
11 47 2
11 48 3
11 49 6
11 50 2
11 51 2
11 52 3
11 53 9
11 54 9
11 55 5
11 56 6
11 57 9
11 58 1
11 59 3
11 60 0
11 61 0
11 62 1
11 63 5
11 64 4
11 65 1
11 66 2
11 67 6
11 68 5
11 69 3
11 70 7
11 71 8
11 72 1
11 73 5
11 74 2
11 75 9
11 76 7
11 77 2
11 78 7
11 79 4
11 80 5
11 81 9
11 82 2
11 83 8
11 84 6
11 85 4
11 86 5
11 87 9
11 88 5
11 89 8
11 90 1
11 91 6
11 92 6
11 93 0
11 94 1
11 95 6
11 96 1
11 97 8
11 98 6
11 99 4
12 13 1
12 14 6
12 15 9
12 16 1
12 17 5
12 18 8
12 19 3
12 20 7
12 21 2
12 22 2
12 23 9
12 24 9
12 25 7
12 26 7
12 27 6
12 28 4
12 29 0
12 30 5
12 31 1
12 32 2
12 33 3
12 34 3
12 35 5
12 36 6
12 37 8
12 38 9
12 39 3
12 40 6
12 41 3
12 42 3
12 43 2
12 44 1
12 45 7
12 46 9
12 47 7
12 48 2
12 49 6
12 50 5
12 51 0
12 52 8
12 53 1
12 54 5
12 55 4
12 56 1
12 57 7
12 58 0
12 59 9
12 60 6
12 61 8
12 62 4
12 63 5
12 64 2
12 65 8
12 66 6
12 67 2
12 68 2
12 69 6
12 70 7
12 71 8
12 72 4
12 73 4
12 74 0
12 75 3
12 76 8
12 77 2
12 78 5
12 79 7
12 80 3
12 81 5
12 82 7
12 83 6
12 84 1
12 85 8
12 86 5
12 87 5
12 88 0
12 89 3
12 90 7
12 91 6
12 92 6
12 93 6
12 94 4
12 95 7
12 96 6
12 97 7
12 98 6
12 99 0
13 14 0
13 15 8
13 16 7
13 17 3
13 18 7
13 19 0
13 20 1
13 21 8
13 22 1
13 23 4
13 24 5
13 25 6
13 26 1
13 27 9
13 28 8
13 29 1
13 30 4
13 31 7
13 32 7
13 33 1
13 34 1
13 35 0
13 36 2
13 37 9
13 38 1
13 39 2
13 40 9
13 41 0
13 42 4
13 43 4
13 44 2
13 45 9
13 46 1
13 47 0
13 48 3
13 49 7
13 50 5
13 51 5
13 52 2
13 53 1
13 54 1
13 55 4
13 56 6
13 57 0
13 58 4
13 59 1
13 60 3
13 61 9
13 62 9
13 63 4
13 64 2
13 65 9
13 66 9
13 67 8
13 68 5
13 69 2
13 70 0
13 71 8
13 72 4
13 73 2
13 74 2
13 75 9
13 76 5
13 77 8
13 78 5
13 79 8
13 80 1
13 81 0
13 82 0
13 83 7
13 84 4
13 85 3
13 86 0
13 87 2
13 88 9
13 89 5
13 90 9
13 91 7
13 92 2
13 93 8
13 94 2
13 95 1
13 96 8
13 97 2
13 98 7
13 99 1
14 15 2
14 16 4
14 17 4
14 18 0
14 19 7
14 20 7
14 21 3
14 22 9
14 23 5
14 24 7
14 25 1
14 26 9
14 27 1
14 28 4
14 29 4
14 30 8
14 31 2
14 32 5
14 33 7
14 34 3
14 35 2
14 36 5
14 37 8
14 38 9
14 39 6
14 40 0
14 41 7
14 42 3
14 43 7
14 44 7
14 45 1
14 46 7
14 47 3
14 48 3
14 49 7
14 50 8
14 51 3
14 52 3
14 53 5
14 54 1
14 55 9
14 56 0
14 57 0
14 58 0
14 59 9
14 60 2
14 61 5
14 62 1
14 63 8
14 64 5
14 65 1
14 66 4
14 67 6
14 68 7
14 69 4
14 70 9
14 71 7
14 72 9
14 73 3
14 74 5
14 75 1
14 76 4
14 77 1
14 78 7
14 79 3
14 80 1
14 81 5
14 82 9
14 83 0
14 84 5
14 85 1
14 86 6
14 87 7
14 88 5
14 89 5
14 90 1
14 91 0
14 92 3
14 93 5
14 94 8
14 95 1
14 96 2
14 97 3
14 98 0
14 99 2
15 16 3
15 17 6
15 18 0
15 19 6
15 20 8
15 21 4
15 22 5
15 23 4
15 24 7
15 25 4
15 26 0
15 27 0
15 28 8
15 29 1
15 30 0
15 31 1
15 32 3
15 33 0
15 34 5
15 35 6
15 36 6
15 37 8
15 38 5
15 39 2
15 40 4
15 41 4
15 42 9
15 43 9
15 44 2
15 45 0
15 46 3
15 47 9
15 48 8
15 49 7
15 50 9
15 51 8
15 52 7
15 53 8
15 54 1
15 55 5
15 56 8
15 57 5
15 58 2
15 59 8
15 60 3
15 61 7
15 62 5
15 63 4
15 64 9
15 65 6
15 66 0
15 67 8
15 68 3
15 69 9
15 70 4
15 71 9
15 72 4
15 73 5
15 74 8
15 75 1
15 76 2
15 77 0
15 78 7
15 79 8
15 80 2
15 81 4
15 82 9
15 83 1
15 84 6
15 85 3
15 86 4
15 87 4
15 88 8
15 89 0
15 90 0
15 91 7
15 92 0
15 93 4
15 94 0
15 95 2
15 96 3
15 97 2
15 98 7
15 99 2
16 17 0
16 18 9
16 19 1
16 20 0
16 21 2
16 22 4
16 23 0
16 24 5
16 25 5
16 26 1
16 27 2
16 28 4
16 29 7
16 30 6
16 31 1
16 32 4
16 33 8
16 34 7
16 35 6
16 36 2
16 37 6
16 38 9
16 39 5
16 40 6
16 41 2
16 42 2
16 43 0
16 44 9
16 45 4
16 46 7
16 47 7
16 48 4
16 49 1
16 50 0
16 51 4
16 52 5
16 53 2
16 54 1
16 55 4
16 56 0
16 57 5
16 58 8
16 59 6
16 60 6
16 61 5
16 62 8
16 63 6
16 64 5
16 65 2
16 66 4
16 67 7
16 68 5
16 69 5
16 70 4
16 71 0
16 72 2
16 73 1
16 74 4
16 75 0
16 76 0
16 77 3
16 78 6
16 79 5
16 80 9
16 81 2
16 82 5
16 83 5
16 84 8
16 85 7
16 86 0
16 87 5
16 88 0
16 89 0
16 90 3
16 91 6
16 92 6
16 93 3
16 94 6
16 95 2
16 96 6
16 97 4
16 98 6
16 99 8
17 18 2
17 19 0
17 20 3
17 21 1
17 22 8
17 23 1
17 24 8
17 25 9
17 26 8
17 27 8
17 28 2
17 29 7
17 30 8
17 31 9
17 32 1
17 33 6
17 34 7
17 35 6
17 36 0
17 37 6
17 38 8
17 39 1
17 40 6
17 41 8
17 42 7
17 43 4
17 44 1
17 45 6
17 46 8
17 47 9
17 48 8
17 49 9
17 50 4
17 51 0
17 52 8
17 53 0
17 54 9
17 55 4
17 56 9
17 57 7
17 58 1
17 59 8
17 60 2
17 61 2
17 62 9
17 63 9
17 64 0
17 65 6
17 66 1
17 67 4
17 68 6
17 69 6
17 70 8
17 71 2
17 72 7
17 73 5
17 74 3
17 75 8
17 76 4
17 77 3
17 78 0
17 79 3
17 80 6
17 81 0
17 82 4
17 83 1
17 84 1
17 85 9
17 86 0
17 87 2
17 88 9
17 89 8
17 90 5
17 91 2
17 92 4
17 93 5
17 94 1
17 95 0
17 96 5
17 97 7
17 98 6
17 99 0
18 19 1
18 20 9
18 21 6
18 22 4
18 23 9
18 24 4
18 25 5
18 26 3
18 27 5
18 28 4
18 29 0
18 30 6
18 31 3
18 32 3
18 33 9
18 34 4
18 35 6
18 36 1
18 37 9
18 38 2
18 39 5
18 40 9
18 41 5
18 42 7
18 43 4
18 44 2
18 45 7
18 46 9
18 47 9
18 48 5
18 49 4
18 50 9
18 51 7
18 52 6
18 53 7
18 54 0
18 55 5
18 56 2
18 57 1
18 58 9
18 59 7
18 60 2
18 61 1
18 62 4
18 63 7
18 64 7
18 65 0
18 66 9
18 67 9
18 68 1
18 69 1
18 70 1
18 71 9
18 72 3
18 73 5
18 74 6
18 75 0
18 76 3
18 77 2
18 78 5
18 79 6
18 80 3
18 81 2
18 82 9
18 83 1
18 84 4
18 85 6
18 86 9
18 87 3
18 88 8
18 89 9
18 90 0
18 91 5
18 92 3
18 93 1
18 94 8
18 95 9
18 96 9
18 97 9
18 98 0
18 99 1
19 20 2
19 21 1
19 22 2
19 23 8
19 24 3
19 25 0
19 26 7
19 27 8
19 28 0
19 29 3
19 30 4
19 31 3
19 32 8
19 33 1
19 34 2
19 35 0
19 36 7
19 37 8
19 38 7
19 39 5
19 40 8
19 41 0
19 42 5
19 43 4
19 44 1
19 45 2
19 46 8
19 47 3
19 48 0
19 49 9
19 50 6
19 51 7
19 52 3
19 53 4
19 54 4
19 55 6
19 56 3
19 57 1
19 58 9
19 59 6
19 60 2
19 61 1
19 62 1
19 63 7
19 64 6
19 65 0
19 66 5
19 67 0
19 68 3
19 69 7
19 70 3
19 71 2
19 72 3
19 73 6
19 74 3
19 75 2
19 76 7
19 77 9
19 78 8
19 79 6
19 80 6
19 81 1
19 82 8
19 83 5
19 84 1
19 85 5
19 86 0
19 87 1
19 88 3
19 89 4
19 90 7
19 91 5
19 92 9
19 93 3
19 94 1
19 95 9
19 96 0
19 97 0
19 98 7
19 99 0
20 21 5
20 22 7
20 23 2
20 24 5
20 25 1
20 26 1
20 27 4
20 28 4
20 29 4
20 30 2
20 31 5
20 32 0
20 33 0
20 34 8
20 35 7
20 36 8
20 37 8
20 38 3
20 39 2
20 40 8
20 41 2
20 42 9
20 43 6
20 44 9
20 45 2
20 46 9
20 47 8
20 48 3
20 49 1
20 50 9
20 51 8
20 52 3
20 53 5
20 54 7
20 55 6
20 56 6
20 57 9
20 58 0
20 59 3
20 60 3
20 61 8
20 62 0
20 63 0
20 64 3
20 65 5
20 66 9
20 67 5
20 68 2
20 69 3
20 70 8
20 71 0
20 72 3
20 73 9
20 74 8
20 75 9
20 76 6
20 77 7
20 78 0
20 79 4
20 80 7
20 81 3
20 82 1
20 83 6
20 84 1
20 85 7
20 86 6
20 87 0
20 88 2
20 89 3
20 90 9
20 91 6
20 92 1
20 93 9
20 94 2
20 95 7
20 96 9
20 97 4
20 98 9
20 99 6
21 22 3
21 23 6
21 24 2
21 25 3
21 26 9
21 27 6
21 28 1
21 29 1
21 30 0
21 31 1
21 32 4
21 33 3
21 34 0
21 35 2
21 36 2
21 37 7
21 38 2
21 39 2
21 40 9
21 41 1
21 42 8
21 43 8
21 44 5
21 45 4
21 46 6
21 47 1
21 48 2
21 49 0
21 50 2
21 51 6
21 52 2
21 53 3
21 54 2
21 55 1
21 56 2
21 57 3
21 58 8
21 59 1
21 60 9
21 61 4
21 62 2
21 63 9
21 64 8
21 65 0
21 66 4
21 67 0
21 68 5
21 69 3
21 70 5
21 71 5
21 72 4
21 73 3
21 74 4
21 75 0
21 76 9
21 77 7
21 78 5
21 79 3
21 80 1
21 81 3
21 82 1
21 83 3
21 84 4
21 85 1
21 86 3
21 87 3
21 88 5
21 89 5
21 90 9
21 91 2
21 92 2
21 93 3
21 94 0
21 95 1
21 96 8
21 97 3
21 98 2
21 99 8
22 23 6
22 24 8
22 25 5
22 26 0
22 27 2
22 28 2
22 29 3
22 30 4
22 31 3
22 32 4
22 33 6
22 34 3
22 35 0
22 36 6
22 37 9
22 38 6
22 39 5
22 40 7
22 41 6
22 42 3
22 43 9
22 44 1
22 45 2
22 46 2
22 47 2
22 48 7
22 49 6
22 50 8
22 51 0
22 52 9
22 53 6
22 54 8
22 55 0
22 56 1
22 57 8
22 58 4
22 59 8
22 60 8
22 61 7
22 62 6
22 63 1
22 64 5
22 65 8
22 66 0
22 67 0
22 68 5
22 69 8
22 70 7
22 71 8
22 72 0
22 73 6
22 74 3
22 75 9
22 76 1
22 77 0
22 78 5
22 79 8
22 80 6
22 81 6
22 82 5
22 83 0
22 84 2
22 85 1
22 86 0
22 87 9
22 88 7
22 89 8
22 90 1
22 91 5
22 92 9
22 93 2
22 94 4
22 95 8
22 96 0
22 97 7
22 98 4
22 99 5
23 24 3
23 25 8
23 26 3
23 27 4
23 28 3
23 29 7
23 30 6
23 31 8
23 32 9
23 33 5
23 34 2
23 35 1
23 36 8
23 37 1
23 38 0
23 39 2
23 40 4
23 41 9
23 42 5
23 43 8
23 44 6
23 45 9
23 46 1
23 47 4
23 48 7
23 49 9
23 50 7
23 51 6
23 52 1
23 53 1
23 54 4
23 55 6
23 56 0
23 57 4
23 58 8
23 59 8
23 60 0
23 61 6
23 62 2
23 63 1
23 64 0
23 65 1
23 66 0
23 67 4
23 68 8
23 69 6
23 70 3
23 71 6
23 72 0
23 73 9
23 74 0
23 75 8
23 76 6
23 77 8
23 78 5
23 79 2
23 80 3
23 81 0
23 82 1
23 83 6
23 84 1
23 85 2
23 86 6
23 87 6
23 88 8
23 89 7
23 90 1
23 91 0
23 92 2
23 93 6
23 94 9
23 95 8
23 96 9
23 97 6
23 98 1
23 99 8
24 25 8
24 26 0
24 27 3
24 28 4
24 29 5
24 30 3
24 31 3
24 32 5
24 33 6
24 34 4
24 35 4
24 36 9
24 37 8
24 38 6
24 39 1
24 40 0
24 41 2
24 42 1
24 43 8
24 44 4
24 45 8
24 46 3
24 47 6
24 48 1
24 49 8
24 50 8
24 51 9
24 52 6
24 53 4
24 54 4
24 55 5
24 56 2
24 57 9
24 58 3
24 59 6
24 60 2
24 61 5
24 62 9
24 63 6
24 64 6
24 65 8
24 66 5
24 67 5
24 68 1
24 69 6
24 70 0
24 71 9
24 72 7
24 73 9
24 74 6
24 75 2
24 76 4
24 77 6
24 78 1
24 79 4
24 80 7
24 81 5
24 82 4
24 83 1
24 84 1
24 85 4
24 86 0
24 87 3
24 88 6
24 89 1
24 90 7
24 91 6
24 92 5
24 93 4
24 94 3
24 95 3
24 96 7
24 97 7
24 98 1
24 99 6
25 26 8
25 27 9
25 28 4
25 29 9
25 30 0
25 31 5
25 32 2
25 33 2
25 34 3
25 35 9
25 36 4
25 37 8
25 38 9
25 39 1
25 40 2
25 41 4
25 42 0
25 43 9
25 44 3
25 45 7
25 46 8
25 47 8
25 48 1
25 49 2
25 50 1
25 51 2
25 52 0
25 53 7
25 54 7
25 55 6
25 56 1
25 57 0
25 58 1
25 59 6
25 60 3
25 61 3
25 62 2
25 63 7
25 64 8
25 65 1
25 66 4
25 67 7
25 68 3
25 69 2
25 70 4
25 71 5
25 72 7
25 73 1
25 74 4
25 75 2
25 76 7
25 77 9
25 78 5
25 79 9
25 80 3
25 81 9
25 82 2
25 83 7
25 84 2
25 85 7
25 86 9
25 87 2
25 88 5
25 89 4
25 90 6
25 91 9
25 92 2
25 93 4
25 94 2
25 95 2
25 96 4
25 97 5
25 98 0
25 99 2
26 27 6
26 28 1
26 29 5
26 30 5
26 31 8
26 32 8
26 33 6
26 34 4
26 35 7
26 36 0
26 37 7
26 38 4
26 39 6
26 40 6
26 41 3
26 42 0
26 43 6
26 44 7
26 45 7
26 46 7
26 47 5
26 48 5
26 49 6
26 50 2
26 51 5
26 52 2
26 53 4
26 54 6
26 55 3
26 56 7
26 57 2
26 58 5
26 59 3
26 60 5
26 61 5
26 62 5
26 63 0
26 64 9
26 65 2
26 66 4
26 67 2
26 68 0
26 69 2
26 70 6
26 71 7
26 72 4
26 73 2
26 74 2
26 75 6
26 76 0
26 77 1
26 78 6
26 79 4
26 80 7
26 81 0
26 82 1
26 83 5
26 84 8
26 85 0
26 86 6
26 87 5
26 88 4
26 89 2
26 90 0
26 91 9
26 92 3
26 93 2
26 94 7
26 95 3
26 96 7
26 97 5
26 98 8
26 99 5
27 28 3
27 29 8
27 30 3
27 31 8
27 32 1
27 33 0
27 34 7
27 35 0
27 36 0
27 37 8
